UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8579,L70403,L,297.7861658939695,307.29763483187253,1309.2638533734705,61.48355755732958,31,0,0,0,0,0,0
8580,L56573,L,299.9137669097725,310.4242236405637,1587.0029641899307,56.91053133238037,164,1,0,0,1,0,0
8581,L38648,L,300.60454102590904,309.7503266581912,1524.1564281187082,23.623973654079077,135,0,0,0,0,0,0
8582,M58980,M,298.9383271885706,308.3951539720938,1443.191622144731,44.87124085066259,104,0,0,0,0,0,0
8583,H20296,H,298.92261463706376,309.37801547725826,1458.2050468765344,39.886499867039085,89,0,0,0,0,0,0
8584,L70197,L,299.2179473644689,310.6718064689153,1350.0931928782616,48.34291982193688,31,0,0,0,0,0,0
8585,L31959,L,302.83308070198626,313.5744957966484,1600.7632066200654,42.12896027581846,126,0,0,0,0,0,0
8586,L24570,L,299.9946438248837,311.22855770247463,1420.0649208242826,31.87392623180844,81,0,0,0,0,0,0
8587,H45423,H,298.0640743210764,307.7516569835652,1550.0298769027777,29.625055930185304,67,0,0,0,0,0,0
8588,M90263,M,298.08443328619404,307.4614228788171,1403.8089626123349,35.98093403795241,10,0,0,0,0,0,0
8589,M27899,M,299.4982316408353,307.5598505017534,1719.8402766491004,38.79461678539632,221,1,1,0,0,0,0
8590,M45785,M,300.475715868056,310.5479142253973,1655.9664738330966,41.93907721447002,130,0,0,0,0,0,0
8591,H72806,H,300.9679603239324,311.34700735528884,1707.3744615479643,34.2944375623442,37,0,0,0,0,0,0
8592,L66963,L,300.2483172076944,309.9483118119672,1719.0529229558313,57.05973794045675,44,1,0,0,1,0,0
8593,L87875,L,298.3162532981658,307.5395519720661,1436.5479140257205,45.35254518275628,77,0,0,0,0,0,0
8594,H44341,H,299.1521174008784,310.3955208407216,1411.5868731135051,48.7395727926674,47,0,0,0,0,0,0
8595,M15597,M,301.4678157637292,312.09962004092586,1702.613452059568,38.61269576938886,47,0,0,0,0,0,0
8596,M20244,M,297.7078160790938,309.0206415296128,1485.892902796635,29.6247334252935,236,1,1,0,0,0,0
8597,M13796,M,299.0684932138451,308.1149141188289,1583.3217937779918,48.8334080695755,217,1,1,0,0,0,0
8598,L85589,L,301.1949257157627,310.4866915892147,1437.9318717727317,30.065355879032538,183,0,0,0,0,0,0
8599,M38528,M,301.7505628532704,312.953740096522,1439.57669083207,19.77186041699408,240,1,1,0,1,0,0
8600,M28648,M,299.61416925781725,309.56682217806144,1582.9958331801677,45.65623021409492,233,0,1,0,0,0,0
8601,L93967,L,299.1775863788584,308.60848226717985,1303.0126216235417,32.44386843298132,239,0,1,0,0,0,0
8602,M10535,M,297.3557641171125,306.8562490933497,1578.3174974539077,36.65738498353277,117,0,0,0,0,0,0
8603,H58469,H,301.0512798454542,311.04019931931987,1552.447379978236,46.93989062218003,119,0,0,0,0,0,0
8604,L74912,L,302.6375593702936,313.64051118612895,1446.984558465008,30.6962098352872,194,0,0,0,0,0,0
8605,L54493,L,305.1303081171994,314.9697952651078,1502.4183246056446,23.977930951637617,136,0,0,0,0,0,0
8606,L82417,L,300.7728923670361,311.56342519721386,1518.0854532289488,52.19423642181904,165,0,0,0,0,0,0
8607,M55785,M,299.89824069671204,310.3656184735581,1523.7027652196923,39.41691440535134,27,0,0,0,0,0,0
8608,L95017,L,298.1603787736982,307.28203973351725,1569.014305797442,52.57344542773284,214,1,1,0,0,1,0
8609,M76561,M,296.2422861725137,305.36315680452657,1418.5017509393156,46.26132901246116,39,0,0,0,0,0,0
8610,H40869,H,300.3539184994797,309.9036519075482,1769.7725631094218,46.55646960284,125,0,0,0,0,0,0
8611,L75094,L,304.7006782403086,313.3638405856464,1479.4405952000986,41.6343501148549,141,0,0,0,0,0,0
8612,H40192,H,302.5416244593138,312.02748560351444,1486.9305787734995,41.62606669788013,164,0,0,0,0,0,0
8613,H79157,H,302.2331285382276,313.746561954959,1694.4689268886298,51.34510767210512,181,1,0,0,1,0,0
8614,L96483,L,300.49120563411583,310.45981529828845,1317.0952869743278,48.14471978487392,167,0,0,0,0,0,0
8615,L89941,L,300.71904632056066,309.9525936544732,1693.4256247755625,34.109770606544416,57,0,0,0,0,0,0
8616,H67544,H,295.15250536344405,307.06825001526454,1509.3460108060845,44.93000830767271,84,0,0,0,0,0,0
8617,H14403,H,301.525021161528,310.5944038418018,1446.9823543746236,33.806565773062616,197,0,0,0,0,0,0
8618,L46091,L,298.8413188608484,307.879435894043,1388.0347660140735,36.87393951132815,109,0,0,0,0,0,0
8619,L62510,L,298.59654530680825,309.82603098861495,1373.0898278268016,45.68382877640782,126,0,0,0,0,0,0
8620,L98061,L,299.3534860939028,310.0148041535031,1465.8176434539312,33.65562031847022,27,0,0,0,0,0,0
8621,H15017,H,299.285991021098,309.1559321685716,1527.798327703561,41.47612920525857,61,0,0,0,0,0,0
8622,L49203,L,298.5647288160567,309.39663771604586,1562.2496539473211,43.80102511223802,143,0,0,0,0,0,0
8623,M66473,M,300.027744144352,310.3283441455811,1526.6016182576718,36.60665679379442,186,0,0,0,0,0,0
8624,H62123,H,298.8834448075839,307.69725239184504,1448.979219611429,47.19683817395888,74,0,0,0,0,0,0
8625,L58260,L,300.2006459115123,307.803061204498,1633.9512476912466,35.60534285365119,42,0,0,0,0,0,0
8626,M55938,M,297.02564437089995,306.45829921919267,1767.3803107487408,49.42630548986708,53,1,0,0,1,0,0
8627,L67929,L,299.57188445873595,310.65680929463423,1649.4624986038395,41.30695943912369,213,1,1,0,0,0,0
8628,H95265,H,297.8074088206275,307.37893873228086,1464.0708908970269,41.72845869904674,199,0,0,0,0,0,0
8629,L47372,L,298.71710136300425,309.17719856135346,1550.207873341801,31.01245121512013,108,0,0,0,0,0,0
8630,M63252,M,300.2867976860671,310.47128313451213,1556.6174835748411,37.65376194273229,14,0,0,0,0,0,0
8631,M24628,M,296.7920047704901,305.0985044758757,1660.3676409089658,41.94856415251109,99,0,0,0,0,0,0
8632,L22501,L,298.35518524545574,307.9487895517494,1466.1819232693665,50.24420807164978,178,0,0,0,0,0,0
8633,L40131,L,301.13792876967267,311.49680810011927,1403.5082565630116,36.78315662870153,110,0,0,0,0,0,0
8634,L99102,L,297.1736443162684,306.38649806076404,1613.3851291500896,50.20708948324092,2,0,0,0,0,0,0
8635,L99360,L,303.5557342805576,313.1931961235297,1540.6377094985596,32.44378414893123,148,0,0,0,0,0,0
8636,H78348,H,302.4088159122613,312.8005630043584,1389.123868676326,43.34162967401705,198,0,0,0,0,0,0
8637,H19402,H,299.01094583109546,309.08357583023843,1570.5573659014929,34.93224021675132,190,0,0,0,0,0,0
8638,L65956,L,298.42558062442987,309.4724903653546,1683.8255461261754,55.441691911469874,88,1,0,0,1,0,0
8639,M61920,M,300.40387980667094,310.7875507198344,1430.624046146853,53.63675109773257,239,1,1,0,0,1,0
8640,M36000,M,297.1050754859457,306.1492254875437,1410.899841530591,42.85706755843727,74,0,0,0,0,0,0
8641,H99795,H,295.99571455033515,305.5181678364056,1503.0063751697242,34.64927896182773,230,1,1,0,0,0,0
8642,L77462,L,299.0813297518949,309.1016260361212,1568.029949453958,24.830258631192955,127,0,0,0,0,0,0
8643,L76392,L,299.7319024669956,311.07031754350965,1492.508666823574,43.78290914649329,5,0,0,0,0,0,0
8644,L15988,L,300.18885444870705,309.7153288184247,1613.442527579791,42.07537491535265,137,0,0,0,0,0,0
8645,M84279,M,298.77051876776426,307.03794996536624,1526.0707290774512,48.5815981215132,29,0,0,0,0,0,0
8646,L66999,L,302.5478934589499,312.98846036244106,1601.165367022896,25.33637551082021,27,0,0,0,0,0,0
8647,L79674,L,297.00972068303224,306.25412243468827,1427.9175287103717,41.415192720691394,98,0,0,0,0,0,0
8648,L91618,L,297.7234757300838,306.43817441050885,1377.2278398928197,44.28985770492437,44,0,0,0,0,0,0
8649,M63426,M,300.97327191228965,310.9920749251155,1465.996630780643,30.98029447936176,106,0,0,0,0,0,0
8650,L68824,L,297.6767052287257,308.64957287053403,1365.355332947168,41.16525543031984,110,0,0,0,0,0,0
8651,L84399,L,297.5993590956054,307.0254785559444,1540.9324474435118,32.730510130924806,241,0,0,0,0,0,0
8652,L70659,L,300.2467095844143,310.7432834715969,1298.3296094781415,31.74646363922105,41,0,0,0,0,0,0
8653,L47790,L,297.8929547593679,308.5748684224104,1454.7272785347366,34.693948157758875,179,0,0,0,0,0,0
8654,M32118,M,299.7338311441586,310.52562763782527,1471.404255955458,37.33901650164615,197,0,0,0,0,0,0
8655,L62025,L,298.6002868806845,307.8680145710659,1395.3363519384134,52.38734877250563,202,0,1,0,0,0,0
8656,L69938,L,298.27667259325455,307.15559053532115,1469.36463111529,36.78228644958988,203,0,1,0,0,0,0
8657,M15149,M,295.7953892173101,304.8106361123515,1500.4271580700647,31.54148685905319,31,0,0,0,0,0,0
8658,L48079,L,300.27912630564265,311.0701009777651,1626.9232793779236,48.12890329449263,86,0,0,0,0,0,0
8659,L12484,L,297.5056200157741,308.17301317044496,1395.926405496171,50.27688738057786,118,0,0,0,0,0,0
8660,H65474,H,299.6635155929389,308.7063649922386,1535.7337291174092,48.194478915998445,130,0,0,0,0,0,0
8661,L58601,L,298.9757902033029,311.10843422964655,1555.575877885717,53.692673054754366,171,0,0,0,0,0,0
8662,L53809,L,299.58698388260024,308.51061991601307,1497.883144882971,41.92259641290402,19,0,0,0,0,0,0
8663,L30791,L,299.70064925197346,310.7001133366742,1450.1958303805611,41.556061475919215,82,0,0,0,0,0,0
8664,L79343,L,300.38725650183653,311.90692194104173,1386.100813543601,32.96125158578828,150,0,0,0,0,0,0
8665,M36648,M,298.54448139701714,308.6542390030105,1689.8565458684002,53.99018661555834,197,1,0,0,1,0,0
8666,M41090,M,302.48539295854675,311.7156691149659,1507.2640502648462,39.07836017078556,64,0,0,0,0,0,0
8667,M27857,M,296.3051998782889,305.55732185084054,1468.444401011239,36.96427077758685,157,0,0,0,0,0,0
8668,L72327,L,299.5468177629455,309.28472756258265,1712.1550091542993,36.06991954819975,97,0,0,0,0,0,0
8669,L52967,L,301.6724619528217,312.7533327308898,1522.2286585995912,46.36573575340101,107,0,0,0,0,0,0
8670,H63709,H,300.9535451060052,309.75366929330534,1754.3497762383452,40.835449665353806,225,0,1,0,0,0,0
8671,H77948,H,298.0503288469428,306.21156281453005,1358.3681154435287,41.89501742893055,179,1,0,1,0,0,0
8672,L58861,L,298.383509014024,308.74556400459323,1476.2861133268857,36.75465071924976,222,0,1,0,0,0,0
8673,L78718,L,297.9864148813468,308.56802763260583,1362.9980753096938,38.01699598590451,27,0,0,0,0,0,0
8674,L30948,L,301.1984552613288,313.16642470812803,1487.787671986233,38.51934383730118,138,0,0,0,0,0,0
8675,L43782,L,298.52015254296896,307.1378335677022,1487.3092076162334,54.21570512007988,92,0,0,0,0,0,0
8676,L60756,L,300.5102461762469,310.37543956428465,1454.1968079581698,21.98768370654701,124,1,0,0,1,0,0
8677,L92789,L,300.5286028281519,311.6904402602724,1505.388860682257,44.48191312231849,141,0,0,0,0,0,0
8678,M78388,M,304.7367869364708,314.8576491040735,1459.0702877083136,50.88162345175557,18,0,0,0,0,0,0
8679,M94528,M,300.62650251960343,310.4310633305419,1488.9626663521567,21.614718433605567,49,1,0,0,1,0,0
8680,L76809,L,298.3777119704991,309.1676174674286,1424.4207775175246,39.28521419741755,57,0,0,0,0,0,0
8681,L17649,L,297.0796994758672,306.4803105116606,1644.2821474751472,49.82110785982618,67,0,0,0,0,0,0
8682,H39002,H,299.4482945707245,310.29970541267863,1389.1250591564103,32.47031267567316,55,0,0,0,0,0,0
8683,L44723,L,299.7618283151453,308.5082651229551,1521.236374602885,42.68540990737189,232,0,1,0,0,0,0
8684,M84314,M,295.5786009452189,304.059169241936,1380.7354837130824,30.680221696824816,29,0,0,0,0,0,0
8685,L80085,L,298.572291679414,308.29870366050164,1416.5054950938206,40.33085216113345,202,0,1,0,0,0,0
8686,M91399,M,300.5947050856551,308.03141529875853,1427.1735346043602,52.77588977393538,112,0,0,0,0,0,0
8687,L21809,L,298.93528865946763,309.01998829618054,1486.8219629076166,56.95611216631911,67,0,0,0,0,0,0
8688,L68169,L,301.93724757141166,310.204686228707,1517.5421821413072,42.55236684736787,235,1,1,0,0,0,0
8689,L18302,L,296.88328711055897,307.1657076311254,1389.327290891631,27.21034652211947,63,0,0,0,0,0,0
8690,L18100,L,301.35376564030645,311.5392250784234,1458.6493540273952,36.89528712996649,72,0,0,0,0,0,0
8691,L78447,L,301.8277794830519,311.7598170968871,1400.885458708404,21.86830712114611,137,1,0,0,1,0,0
8692,M87627,M,301.91299295168307,312.3494016192212,1396.469022999534,37.06013678617539,168,0,0,0,0,0,0
8693,L84635,L,296.86828723069124,307.07248469930533,1613.3559632160886,49.6469837253932,7,0,0,0,0,0,0
8694,L65020,L,300.6291055917148,310.3361049883835,1360.8014663907545,26.371173767248788,121,0,0,0,0,0,0
8695,M15663,M,298.66249176295696,310.4934987434341,1507.4684701319777,37.92926157187541,61,0,0,0,0,0,0
8696,M54649,M,297.1877151160342,307.58102580958666,1669.807336627592,31.83812168383248,21,0,0,0,0,0,0
8697,H57136,H,299.1722645500526,309.94417263736347,1620.6158426734996,57.93689186926937,83,1,0,0,1,0,0
8698,M46104,M,298.1900440161984,309.26312376017097,1542.5358535196087,43.98686489854476,186,0,0,0,0,0,0
8699,L49137,L,301.84150093632775,312.5096503153698,1498.374602694447,48.503738461456805,238,1,1,0,0,1,0
8700,M12534,M,301.0261266860271,313.0889596049519,1573.6642062365297,42.92595625944119,158,0,0,0,0,0,0
8701,H77762,H,297.6951110637823,307.86111794860346,1536.93939015687,47.609838385960295,226,1,1,0,0,0,0
8702,H62445,H,298.5515573723381,308.54459602650206,1642.262574034257,50.80640868866158,223,1,1,0,0,0,0
8703,L19585,L,299.23860514876674,308.5890330609601,1486.62810764784,40.38302457559658,139,0,0,0,0,0,0
8704,L86438,L,299.8551897053642,309.5989157688042,1600.1101694595438,34.68813764395241,174,0,0,0,0,0,0
8705,L46392,L,302.0127565496076,311.2815319805564,1467.4274146250289,30.647568853782047,96,0,0,0,0,0,0
8706,M94267,M,301.3815646529613,312.05877656596283,1689.3496320717052,57.587317808639305,195,1,0,0,1,0,0
8707,M93324,M,300.10278393794965,309.190467690631,1483.815358497788,48.20678652021644,180,0,0,0,0,0,0
8708,M41126,M,299.47870230021016,309.5524944701083,1338.106508781198,17.767980454434415,162,1,0,0,1,0,0
8709,L52485,L,296.45329193078504,307.0128388650874,1507.770513369589,37.553762395464574,190,0,0,0,0,0,0
8710,M55798,M,302.5839952522521,312.7343191388473,1576.4601806356636,44.16083604834217,146,0,0,0,0,0,0
8711,H78310,H,299.1058068042687,308.2098919286988,1662.8681235499944,56.72256155014476,138,1,0,0,1,0,0
8712,L19017,L,303.1096804808525,313.8086253948585,1400.3848524172147,28.97324349504025,195,0,0,0,0,0,0
8713,M35700,M,300.3922185842637,310.3068788757277,1325.557772078046,44.26350739756793,64,0,0,0,0,0,0
8714,L46507,L,304.0505684172429,311.17785620079644,1549.6713179950602,36.002699141502,235,1,1,0,0,0,0
8715,H57679,H,301.21264306673265,310.22929137614926,1546.5770060269008,28.03068696819661,70,0,0,0,0,0,0
8716,H99938,H,297.13596073755826,308.537092973961,1358.8928073459738,53.45429855199683,199,0,0,0,0,0,0
8717,M47232,M,298.7711690394776,310.2554908809922,1467.0402322049988,30.358297094245643,149,0,0,0,0,0,0
8718,M99661,M,299.6617300786561,310.1878412887213,1471.5246620725457,49.70783884468602,6,0,0,0,0,0,0
8719,H34020,H,298.25243422578336,309.0365032027417,1582.3120025946473,24.05415439398269,125,0,0,0,0,0,0
8720,L67172,L,299.2458783656359,308.46758438437803,1458.6294364128328,35.09986615365777,234,0,1,0,0,0,0
8721,L23746,L,297.2661216828358,307.0059772640967,1456.4489100124183,45.72033894079476,44,0,0,0,0,0,0
8722,M73537,M,300.0114425621982,311.2468091626579,1511.4626417698623,47.16777293980279,148,0,0,0,0,0,0
8723,L14094,L,300.4748238980219,310.900739140584,1362.18887426226,44.36881954215606,211,0,1,0,0,0,0
8724,L78466,L,297.99178118558774,308.0567295694748,1690.0781940110598,49.85418779795255,112,0,0,0,0,0,0
8725,H40755,H,303.8805085869638,313.6937000440708,1593.406819991612,37.11398653456034,178,0,0,0,0,0,0
8726,M21552,M,300.1270265225609,311.30149852379566,1429.8201983902743,53.92387477731943,111,0,0,0,0,0,0
8727,L69491,L,298.3665182677542,309.48855042130435,1388.2361403584987,43.56617122801953,47,0,0,0,0,0,0
8728,L29779,L,296.7409214000696,307.3905931508384,1395.984060585157,47.34806686956011,214,1,1,0,0,0,0
8729,L39000,L,300.1198857787944,310.1861608448769,1558.6741479026796,43.63592183004938,150,0,0,0,0,0,0
8730,L95639,L,299.4790229343733,309.1222664486065,1398.961949478693,44.91436043509161,104,0,0,0,0,0,0
8731,L63953,L,301.5660818145729,312.2590955342576,1475.0672743310529,29.98854270102628,159,0,0,0,0,0,0
8732,M67564,M,299.7132594700561,308.6113496250816,1330.9177507154727,30.58346733530809,194,0,0,0,0,0,0
8733,L24102,L,297.61256243546256,306.71799258787604,1554.126626870941,34.58817302534469,42,0,0,0,0,0,0
8734,L11861,L,303.34143659235514,311.8903452315702,1557.874947973934,45.14316680683588,146,0,0,0,0,0,0
8735,L53574,L,300.87124975901435,312.1064795370075,1481.5431125372122,34.11386626245077,134,0,0,0,0,0,0
8736,H42682,H,299.4917825768033,308.77111595267394,1519.3557903989356,37.03924132110966,9,0,0,0,0,0,0
8737,L88819,L,300.32927706289945,310.73328484965106,1579.5741008799594,39.27358844024902,118,0,0,0,0,0,0
8738,L87972,L,300.9480839131233,310.8225263924137,1516.6676695056024,54.1787128896357,202,1,1,0,0,0,0
8739,L75185,L,297.14228677221314,310.03982576233506,1578.0853007786652,46.027854507148106,76,0,0,0,0,0,0
8740,M84426,M,300.31538843992564,310.7572938939615,1383.202336930627,25.386943246395926,232,1,1,0,0,0,0
8741,M58120,M,299.0997530534122,307.23761229416687,1537.869423733692,41.59689522202347,178,0,0,0,0,0,0
8742,L48297,L,301.0145999712595,312.19003572785607,1519.3451382732635,36.96577759159584,129,0,0,0,0,0,0
8743,L18299,L,298.51963615078745,308.13248518718177,1620.1984942674994,37.71673311638117,105,0,0,0,0,0,0
8744,L51348,L,298.7905962898058,308.5896684878568,1503.037285587332,40.00644486542064,207,0,1,0,0,0,0
8745,M51384,M,303.32574219712814,312.6532299341181,1490.2639172183865,51.258415177578925,122,0,0,0,0,0,0
8746,M86693,M,302.46182418176426,312.65743670040274,1444.2867308600185,31.86494647339448,40,0,0,0,0,0,0
8747,L42687,L,293.4088776400654,303.59139077774023,1649.1228645483377,42.03883366414429,7,0,0,0,0,0,0
8748,L74577,L,302.3135239649286,311.66804678728,1264.3816685730592,42.906356189600416,187,0,0,0,0,0,0
8749,L70047,L,299.8526959474845,309.34455142699807,1551.1170524354245,37.7862476703934,15,0,0,0,0,0,0
8750,L20191,L,298.583635874202,308.6849220072903,1497.961755641977,33.61677406014134,201,0,1,0,0,0,0
8751,M66884,M,297.9856505285847,305.64291904207465,1481.6387777617206,32.44663150490271,224,1,1,0,0,0,0
8752,L64911,L,298.10176474344,306.6602672729363,1467.0677560893062,35.79360840280561,188,0,0,0,0,0,0
8753,L87303,L,298.64012811048315,310.3101202065812,1494.4144995857162,47.37624917533594,194,0,0,0,0,0,0
8754,L93447,L,297.7457348326363,308.07355577695654,1547.8546270715772,36.416623277155374,90,0,0,0,0,0,0
8755,H53726,H,297.2908006778547,306.7658916911139,1420.4960863751198,39.008610773601056,17,0,0,0,0,0,0
8756,H44623,H,297.9192396983122,306.2231568667753,1513.5027227833243,28.43029018223724,159,0,0,0,0,0,0
8757,L93517,L,300.6467877101314,310.5904715451849,1535.076087332613,35.25651241518046,154,0,0,0,0,0,0
8758,L60000,L,300.1001802971416,311.08537238892274,1404.624917068501,42.29355968358814,185,0,0,0,0,0,0
8759,L81494,L,301.1117129031037,313.7509190077536,1550.3871620352995,23.32777147188178,69,0,0,0,0,0,0
8760,L90241,L,299.86726032157986,311.7593167465756,1535.892273992912,50.44892934419987,188,0,0,0,0,0,0
8761,L73027,L,297.38664133871043,306.4997033185819,1420.1034995077891,34.07138711528104,240,1,1,0,0,0,0
8762,M68995,M,300.9888818469872,310.4930823156029,1381.1919190169451,57.62987560323396,97,0,0,0,0,0,0
8763,M52876,M,297.9906214422502,306.51912221201354,1418.7887122542531,44.19984608514867,179,0,0,0,0,0,0
8764,H61070,H,301.29322860397787,310.4515735373539,1513.537689703187,21.65152035905948,22,1,0,0,1,0,0
8765,L76224,L,297.66815999408607,307.4553168309613,1492.4068457646529,42.77527852697842,210,1,1,0,0,0,0
8766,H35365,H,298.6250467471929,308.2579097505668,1639.3923413916289,36.819759862529246,207,0,1,0,0,0,0
8767,M39663,M,299.27721671886417,311.3317840254436,1463.2870954515756,42.89983758383536,78,0,0,0,0,0,0
8768,L75436,L,301.3488096021139,310.03345265963765,1411.0901216969455,56.1673577565959,4,0,0,0,0,0,0
8769,L93275,L,300.3519945042548,310.3069000550669,1565.702062915494,47.04972193995118,208,0,1,0,0,0,0
8770,L73211,L,300.04000264430186,307.9765428820052,1401.9974879525332,37.74274215829361,58,0,0,0,0,0,0
8771,L20909,L,303.77133757011063,314.10222835059835,1420.916537815071,26.03124060973731,135,0,0,0,0,0,0
8772,L70883,L,296.32603367754973,304.9843283368738,1422.225489633368,48.72777970828122,70,0,0,0,0,0,0
8773,M22713,M,297.9232447145989,309.02587102298173,1200.2646781928968,45.097333240450254,33,0,0,0,0,0,0
8774,L22614,L,297.837623043922,307.54659715090673,1556.6866664846973,51.57902118091928,9,0,0,0,0,0,0
8775,H30734,H,296.45869538015546,305.0567111118726,1593.9980994953555,38.57136771858456,14,0,0,0,0,0,0
8776,L40709,L,298.56096097422795,306.45825922067,1591.6686597326784,42.9510906685342,4,0,0,0,0,0,0
8777,H32885,H,301.3755383275934,310.3969008389837,1688.5428366853146,37.537362969658425,16,0,0,0,0,0,0
8778,L81622,L,298.8167052029685,309.0560860937113,1650.7030592649069,40.86848084774758,93,0,0,0,0,0,0
8779,M88267,M,299.3339940560274,309.75550770318387,1466.603333324152,24.85477691702144,206,1,1,0,0,0,0
8780,L96128,L,296.5548903442394,306.05645236306617,1610.924036792536,43.18269089904968,107,0,0,0,0,0,0
8781,L23341,L,298.4069488496793,309.33274589311225,1490.2359686716568,43.82395011334218,95,0,0,0,0,0,0
8782,H49435,H,299.07660256882485,307.9408596759298,1457.4030233780784,34.9614792703291,23,0,0,0,0,0,0
8783,L22976,L,301.28480084509425,308.35774100258567,1424.44222535007,46.06656218603098,150,0,0,0,0,0,0
8784,M92910,M,296.65016720416355,306.93272085490605,1473.2376061364266,48.72561816684449,211,1,1,0,0,0,0
8785,M87869,M,299.08998250855774,310.3800783212411,1532.897224981038,54.00164687536534,16,0,0,0,0,0,0
8786,L15290,L,302.17363606013777,313.47296973379554,1658.1137991382332,29.79948144641629,104,0,0,0,0,0,0
8787,L55812,L,299.10983342875346,307.81002418813813,1572.8645078385305,46.69384809259184,76,0,0,0,0,0,0
8788,M60528,M,295.76887717176265,305.2241839844411,1422.8691664917617,53.37899674905037,31,0,0,0,0,0,0
8789,L68570,L,302.5583515546964,313.2821715704369,1395.5871459462903,36.49204841982333,115,0,0,0,0,0,0
8790,M66399,M,301.4697938850767,310.842687777118,1556.8544057130348,53.94919135371025,9,0,0,0,0,0,0
8791,H58437,H,301.7387943501576,311.8441792107661,1590.2374362768014,32.740929729909936,53,0,0,0,0,0,0
8792,L99122,L,296.51243270650923,305.795992810699,1622.747607355429,40.69708742104523,194,0,0,0,0,0,0
8793,L67907,L,303.02491145169444,311.93552269423304,1473.1248869607068,22.72967112513866,234,1,1,0,0,0,0
8794,M91876,M,298.4534478297776,307.55707417837084,1546.9502857798072,21.32740354171043,9,1,0,0,1,0,0
8795,L58723,L,298.9811221115596,309.9368473045108,1585.5826655776914,24.466250498352466,143,0,0,0,0,0,0
8796,L45655,L,298.594445668016,308.60822843264685,1364.8940750387533,54.18733579567741,17,0,0,0,0,0,0
8797,L65833,L,301.8938743639104,313.165756002316,1527.7771518163,32.24410988562979,100,0,0,0,0,0,0
8798,M90096,M,299.6404032949894,310.1608239899438,1590.434727486643,32.26949049358041,146,0,0,0,0,0,0
8799,L33997,L,300.96348206517524,312.5699472966562,1551.0391445409284,44.08249544747703,86,0,0,0,0,0,0
8800,L76876,L,300.1518020457688,310.9698702387275,1491.9353331642214,32.5644585834564,142,0,0,0,0,0,0
8801,M36013,M,299.8099159926141,310.56925682286084,1760.9945167323683,52.04990258214302,84,1,0,0,1,0,0
8802,L42862,L,298.1064318725076,307.9859439738719,1693.051866754642,58.6364484970699,158,1,0,0,1,0,0
8803,L62448,L,303.62428117461553,316.63348775111217,1500.9395744676308,17.783370953475057,214,1,1,0,1,0,0
8804,H97818,H,297.07321274298954,307.18591096288407,1481.0273205982282,45.20261651904621,77,0,0,0,0,0,0
8805,M55608,M,300.82450794806937,308.85108457894347,1570.0278648202632,19.395177967461137,124,1,0,0,1,0,0
8806,H94612,H,300.75331318421456,311.0213467238285,1494.2471169224384,26.398711740440227,129,0,0,0,0,0,0
8807,L50894,L,302.30871257230484,311.3264203290674,1627.1542408612588,44.77647981890492,224,0,1,0,0,0,0
8808,M95201,M,302.77618006475853,313.79320158636017,1373.2746587381866,30.56302330687923,63,0,0,0,0,0,0
8809,L60649,L,299.72522280116647,310.4510395593474,1475.9300352122814,42.60920256710944,166,0,0,0,0,0,0
8810,L72104,L,301.0607886118495,310.86927496191686,1568.5246037371055,40.310604723591375,110,0,0,0,0,0,0
8811,L86459,L,303.52974742090504,312.6418544074619,1600.3748248146246,23.519364471890064,18,0,0,0,0,0,0
8812,L49821,L,299.8696464661555,310.01607219287627,1351.9082294274735,46.57412873167329,32,0,0,0,0,0,0
8813,H57940,H,297.86713304986966,307.2258992420126,1404.593707786545,42.98997658227873,63,0,0,0,0,0,0
8814,L20935,L,299.2310637746012,310.018867767385,1332.37405790043,40.38826687768953,89,0,0,0,0,0,0
8815,M99577,M,297.3907080027711,307.9467237170291,1412.6821552690074,33.51950478115915,113,0,0,0,0,0,0
8816,M22467,M,300.74363362198943,313.6796002144829,1372.278555336671,43.89669936845351,177,0,0,0,0,0,0
8817,M21073,M,302.12891241628125,311.68379787763035,1553.9131097962998,27.061051781958028,8,0,0,0,0,0,0
8818,L17691,L,299.7579170158649,309.45449138738024,1522.9004552290648,29.919725964506075,33,0,0,0,0,0,0
8819,M56538,M,296.75807990109274,306.60330422715595,1484.6170887385742,43.20927739005368,33,0,0,0,0,0,0
8820,L34490,L,302.04330167011534,311.93231613584425,1502.6094801463353,50.30152164216901,147,0,0,0,0,0,0
8821,L25688,L,296.44740207686846,307.47448101483,1619.4239568907144,35.2286961803422,119,0,0,0,0,0,0
8822,H60650,H,296.9080904441539,306.6317447990918,1395.7730913677376,44.57010904361103,244,0,0,0,0,0,0
8823,L23829,L,299.6433232250106,311.6157049411541,1306.979841438666,42.04958182167267,10,0,0,0,0,0,0
8824,L13086,L,300.503570491351,311.0858456010767,1571.051188051303,44.14304578454406,4,0,0,0,0,0,0
8825,H12590,H,300.84449499751673,310.3587589495287,1460.9036295539731,33.08216629483463,130,0,0,0,0,0,0
8826,L49893,L,299.86772089590704,309.12647521092634,1398.1564806636638,38.50752844827655,230,0,1,0,0,0,0
8827,M83396,M,303.52008753026973,314.5609597236782,1555.40113121564,39.617653540822864,73,0,0,0,0,0,0
8828,L48176,L,300.1303366821664,310.1588568340532,1303.235379491833,54.98387532351159,155,0,0,0,0,0,0
